User_ID,Profile_ID,Profile_Type,Age_Group,Gender,Country,Region,City,Language,Interface_Language,Subscription_Plan,Monthly_Fee_USD,Signup_Date,Last_Payment_Date,Payment_Method,Account_Age_Days,Is_Free_Trial,Trial_Converted,Profiles_Count,Simultaneous_Streams_Allowed,Content_ID,Title,Content_Type,Genre,Original_Language,Content_Origin,Release_Year,Age_Rating,Season_Count,Episode_Count,Watch_Date,Day_of_Week,Watch_Start_Hour,Watch_Duration_Min,Content_Duration_Min,Completion_Rate_Pct,Watch_Status,Rewatched,Subtitles_Used,Audio_Language,Rating_Given,Thumbs_Up_Count,Thumbs_Down_Count,Added_To_Watchlist,Shared_Content,Downloaded_Offline,Notification_Pref,Autoplay_Enabled,Skip_Intro_Used,Skip_Recap_Used,Device_Type,Platform,Stream_Quality,Audio_Quality,Buffering_Events,Avg_Bitrate_Mbps,Data_Used_GB,Connection_Type,HDR_Enabled,Dolby_Enabled,Director,Lead_Actor,Content_Mood,IMDB_Rating,Rotten_Tomatoes_Score,Netflix_Score,Global_Rank,Country_Rank,Views_First_Week_M,Total_Views_M,Segment,Churn_Risk,Satisfaction,NPS_Score,Days_Since_Last_Watch,Avg_Weekly_Watch_Hours,Monthly_Sessions,Content_Explored_Count,Search_Count,Recommendation_Clicked,Revenue_USD,Discount_Applied,Discount_Amount_USD,Ad_Revenue_USD,Affiliate_Revenue_USD,LTV_USD,Cost_To_Serve_USD,Gross_Margin_USD,Refund_Issued,Refund_Amount_USD,Referral_Source,Campaign_ID,Promo_Code_Used,Promo_Code,Cancel_Reason,Reactivated,Reactivation_Date,Support_Tickets,Avg_Resolution_Hours,Fiscal_Quarter
USR292616,PRF962458,Adult,18-24,Male,South Korea,Africa,Accra,German,French,Standard,6.01,2020-04-09,2024-07-29,UPI,1572,No,Yes,4,2,CNT784405,Marriage Story,Movie,Horror,Hindi,Co-Production,2017,U/A 16+,1,1,2023-03-03,Friday,20,24,28,85.7,In Progress,No,Always,English,4.0,411,47,No,Yes,No,All,Yes,Yes,No,Gaming Console,Windows,480p,Stereo,4,23.02,1.15,5G,Yes,Yes,Ryan Murphy,Lee Jung-jae,Feel Good,7.3,40,85,109,44,142.3,762.9,Binge Watcher,Medium,Very Dissatisfied,-49,20,37.2,16,69,5,Yes,1.14,Yes,2.41,0.31,0.97,234.39,1.44,-0.3,Yes,4.72,Partner Deal,CMP928611,Yes,NF4586,Technical Issues,No,Not Applicable,3,2.7,FY2023-Q1
USR923501,PRF237570,Teen,13-17,Non-Binary,Spain,Asia Pacific,Tokyo,French,Spanish,Standard,6.01,2023-06-06,2024-05-24,Gift Card,353,No,Yes,5,2,CNT997531,Ozark,Anime,Documentary,Japanese,Licensed,2017,U,6,66,2023-04-10,Monday,10,119,124,96.0,Completed,No,Always,Korean,4.0,312,77,Yes,Yes,No,All,Yes,Yes,No,Gaming Console,iOS,4K HDR,Stereo,0,7.61,1.89,3G,No,Yes,Martin Scorsese,Jenna Ortega,Dark,5.5,91,69,7,38,119.6,664.3,Binge Watcher,High,Neutral,-78,2,7.6,50,118,16,No,0.68,No,0,0.16,0.63,306.51,1.08,-0.4,Yes,5.05,Google Search,CMP900216,No,None,Technical Issues,Yes,2023-06-14,3,31.4,FY2023-Q2
USR905533,PRF554153,Kids,35-44,Female,Mexico,Europe,London,Portuguese,Spanish,Standard,6.01,2019-07-01,2024-07-28,Credit Card,1854,Yes,No,3,2,CNT432697,Better Call Saul,Anime,Romance,Hindi,Licensed,2021,A,5,45,2023-09-27,Wednesday,21,24,30,80.0,In Progress,No,Always,German,4.9,58,35,No,Yes,Yes,Recommendations Only,Yes,Yes,No,Gaming Console,Android,Dolby Vision,Surround 5.1,4,9.71,0.49,WiFi,No,No,Reed Hastings,Lee Jung-jae,Feel Good,5.3,90,75,180,36,2.2,19.3,Casual Viewer,Low,Dissatisfied,-31,8,25.6,6,37,4,No,1.23,Yes,1.5,1.75,0.67,168.28,1.66,-0.43,No,0,App Store,CMP185678,Yes,NF2775,Technical Issues,Yes,2023-03-29,2,42.0,FY2023-Q3
USR623706,PRF431777,Shared,18-24,Male,France,Latin America,Bogotá,Portuguese,Spanish,Basic,2.4,2015-08-09,2024-02-17,Gift Card,3114,No,Yes,3,1,CNT857371,The Irishman,Stand-Up,Thriller,Korean,Netflix Original,2020,U/A 16+,1,1,2024-03-05,Tuesday,15,46,141,32.6,In Progress,Yes,Never,German,4.9,327,74,Yes,Yes,Yes,None,Yes,No,Yes,Gaming Console,Roku,720p,Surround 5.1,3,2.41,0.23,4G,Yes,Yes,Bela Bajaria,Shefali Shah,Suspenseful,7.0,98,96,100,1,84.6,769.6,New User,High,Neutral,28,26,34.8,45,128,41,No,0.54,Yes,1.96,1.97,0.94,127.2,2.56,-2.02,No,0,App Store,CMP530321,No,None,Content Not Interesting,Yes,2023-06-04,2,17.2,FY2024-Q1
USR499591,PRF220063,Adult,25-34,Female,France,Middle East,Istanbul,German,English,Premium,7.82,2019-10-21,2024-07-10,UPI,1724,Yes,Yes,5,4,CNT932308,Delhi Crime,Reality Show,Horror,Portuguese,Licensed,2019,U/A 16+,1,1,2024-12-19,Thursday,19,10,45,22.2,In Progress,No,Always,Japanese,4.2,400,28,No,No,No,Recommendations Only,No,Yes,Yes,Tablet,Android,480p,Stereo,9,23.22,0.48,4G,No,No,Bela Bajaria,Jenna Ortega,Romantic,5.5,81,61,158,27,16.4,129.1,Casual Viewer,Very High,Satisfied,57,20,16.0,4,148,27,Yes,0.8,No,0,1.01,0.81,375.36,1.22,-0.42,No,0,TV Ad,CMP509376,No,None,Temporary Pause,Yes,2023-08-17,5,8.8,FY2024-Q4
USR250753,PRF757916,Adult,35-44,Male,South Korea,Asia Pacific,Melbourne,Tamil,Japanese,Mobile,1.8,2022-01-30,2024-10-22,Credit Card,996,No,Yes,3,1,CNT216320,Roma,Mini-Series,Romance,Korean,Licensed,2016,A,1,6,2024-03-23,Saturday,0,156,180,86.7,In Progress,Yes,Always,Spanish,1.6,144,33,Yes,Yes,Yes,Recommendations Only,No,Yes,No,Smart TV,Fire TV,480p,Surround 5.1,7,16.04,5.21,WiFi,No,Yes,Alfonso Cuarón,Henry Cavill,Romantic,7.8,74,65,147,25,4.8,37.2,Power User,High,Dissatisfied,-59,5,12.3,58,46,42,Yes,0.45,Yes,1.58,1.8,0.3,72.0,2.6,-2.15,No,0,Social Media,CMP459462,Yes,NF5505,Too Expensive,No,Not Applicable,2,23.5,FY2024-Q1
USR207892,PRF711999,Teen,13-17,Non-Binary,France,Middle East,Doha,Spanish,Japanese,Basic,2.4,2020-11-07,2024-05-10,Debit Card,1280,Yes,Yes,5,1,CNT857135,Stranger Things,Movie,Animation,Italian,Licensed,2017,U/A 16+,1,1,2023-08-10,Thursday,11,18,49,36.7,In Progress,No,Sometimes,Tamil,1.1,382,34,No,Yes,No,Recommendations Only,Yes,No,No,Desktop,iOS,4K HDR,Stereo,5,17.85,0.67,WiFi,No,No,Martin Scorsese,Lily Collins,Suspenseful,5.6,45,68,69,18,72.8,699.1,Power User,Low,Very Satisfied,-54,25,13.2,51,48,22,Yes,0.54,No,0,1.49,0.5,91.2,2.87,-2.33,Yes,1.35,Social Media,CMP325636,No,None,Technical Issues,Yes,2024-12-04,5,18.2,FY2023-Q3
USR501455,PRF347906,Teen,13-17,Male,India,Europe,Berlin,French,English,Standard,6.01,2022-09-20,2024-01-06,PayPal,473,No,Yes,2,2,CNT921355,Panchayat,Anime,Action,Italian,Co-Production,2016,U,4,32,2024-09-08,Sunday,6,60,154,39.0,In Progress,No,Sometimes,Spanish,1.4,430,51,Yes,Yes,No,None,Yes,Yes,No,Smart TV,Roku,1080p,Surround 5.1,5,20.43,2.55,5G,No,No,Ryan Murphy,Omar Sy,Suspenseful,6.3,78,64,147,42,63.8,505.8,Power User,Low,Dissatisfied,-24,22,39.4,32,165,7,No,0.74,Yes,4.11,1.0,0.99,192.32,0.8,-0.06,No,0,Partner Deal,CMP207734,No,None,Temporary Pause,Yes,2024-09-07,0,11.1,FY2024-Q3
USR613911,PRF394169,Teen,13-17,Non-Binary,South Korea,Africa,Lagos,German,Hindi,Standard,6.01,2022-09-17,2024-08-11,Credit Card,694,Yes,Yes,1,2,CNT376626,Ozark,Anime,Animation,English,Licensed,2015,U,3,36,2023-02-14,Tuesday,3,14,32,43.8,In Progress,No,Never,Korean,1.3,337,82,Yes,Yes,Yes,Recommendations Only,Yes,Yes,Yes,Desktop,Tizen,4K HDR,Surround 5.1,7,3.44,0.1,4G,No,Yes,Bela Bajaria,Lee Jung-jae,Suspenseful,6.5,79,84,70,45,26.4,70.5,Binge Watcher,Very High,Satisfied,29,3,36.6,15,94,24,No,0.9,Yes,3.89,1.78,0.97,192.32,2.09,-1.19,Yes,3.61,Email Campaign,CMP750618,No,None,Not Applicable,Yes,2024-08-14,4,10.1,FY2023-Q1
USR722905,PRF389329,Shared,25-34,Prefer Not to Say,India,Latin America,Mexico City,Italian,French,Mobile,1.8,2016-08-26,2024-08-24,Credit Card,2920,Yes,Yes,2,1,CNT814248,Stranger Things,Talk Show,Thriller,French,Netflix Original,2015,U/A 7+,1,1,2024-05-02,Thursday,21,120,155,77.4,In Progress,Yes,Always,Hindi,2.4,27,4,No,Yes,Yes,None,Yes,No,Yes,Gaming Console,Roku,4K HDR,Surround 5.1,6,12.94,3.23,WiFi,Yes,No,Reed Hastings,Lee Jung-jae,Intense,5.5,75,65,91,28,32.6,158.9,Casual Viewer,High,Neutral,80,19,11.9,1,25,11,No,0.17,No,0,0.74,0.05,54.0,2.33,-2.16,No,0,TV Ad,CMP420155,Yes,NF7597,Content Not Interesting,Yes,2023-10-29,5,11.8,FY2024-Q2
USR369840,PRF795634,Shared,18-24,Prefer Not to Say,South Korea,Asia Pacific,Tokyo,French,Spanish,Basic,2.4,2015-02-22,2024-12-07,Net Banking,3576,No,Yes,4,1,CNT114219,The Witcher,Movie,Thriller,French,Licensed,2016,U/A 13+,1,1,2023-06-24,Saturday,21,16,22,72.7,In Progress,No,Never,Tamil,4.9,247,14,No,Yes,Yes,Recommendations Only,Yes,Yes,No,Tablet,Android,720p,Dolby Atmos,10,24.77,0.83,Fiber,No,No,Alfonso Cuarón,Nawazuddin Siddiqui,Dark,7.6,71,75,121,8,7.7,12.7,Casual Viewer,Very High,Very Satisfied,-30,28,25.3,35,116,33,Yes,0.63,Yes,3.9,1.55,0.1,136.8,2.34,-1.71,No,0,Google Search,CMP812052,No,None,Temporary Pause,No,Not Applicable,2,42.7,FY2023-Q2
USR797644,PRF906234,Adult,25-34,Female,Brazil,Latin America,Lima,Hindi,Korean,Standard,6.01,2021-11-13,2024-03-03,UPI,841,No,Yes,4,2,CNT249573,Mindhunter,Anime,Horror,Hindi,Co-Production,2015,U/A 7+,4,44,2023-05-31,Wednesday,14,38,58,65.5,In Progress,No,Never,Hindi,4.9,148,28,Yes,No,No,All,No,No,No,Smart TV,webOS,1080p,Dolby Atmos,0,11.62,0.92,5G,Yes,No,Bela Bajaria,Pankaj Tripathi,Intense,7.8,82,70,78,32,44.0,365.1,Re-Activated,Medium,Neutral,-66,13,22.4,20,79,5,No,0.77,Yes,0.74,0.61,0.43,288.48,2.59,-1.82,Yes,2.26,Partner Deal,CMP758840,No,None,Temporary Pause,No,Not Applicable,3,26.4,FY2023-Q2
USR212248,PRF449682,Shared,18-24,Male,India,Latin America,Bogotá,French,Portuguese,Standard,6.01,2020-04-02,2024-06-30,Net Banking,1550,No,Yes,4,2,CNT824139,Delhi Crime,Reality Show,Sci-Fi,English,Licensed,2023,U,1,1,2023-01-28,Saturday,13,13,42,31.0,In Progress,Yes,Never,Tamil,3.5,345,65,Yes,Yes,Yes,None,No,Yes,Yes,Desktop,Web,1080p,Dolby Atmos,9,22.01,0.6,5G,Yes,No,Marta Kauffman,Nawazuddin Siddiqui,Light-Hearted,6.4,55,97,132,24,20.0,122.4,New User,Low,Very Satisfied,-61,19,35.3,34,25,15,Yes,0.55,No,0,0.25,0.67,210.35,2.52,-1.97,No,0,Social Media,CMP596754,Yes,NF5426,Not Applicable,Yes,2023-03-28,0,40.1,FY2023-Q1
USR579285,PRF225961,Teen,13-17,Prefer Not to Say,USA,Latin America,Bogotá,English,Portuguese,Standard,6.01,2019-07-16,2024-09-04,UPI,1877,Yes,Yes,5,2,CNT135739,Lupin,Talk Show,Crime,Hindi,Co-Production,2021,A,1,1,2023-05-30,Tuesday,20,10,25,40.0,In Progress,No,Always,Japanese,1.6,492,17,No,No,No,All,Yes,No,Yes,Laptop,Roku,Dolby Vision,Stereo,7,7.61,0.16,4G,Yes,No,Marta Kauffman,Phoebe Dynevor,Funny,8.4,55,70,131,48,105.2,337.0,Re-Activated,Medium,Neutral,100,24,26.5,60,101,4,No,1.36,No,0,0.73,0.28,180.3,2.24,-0.88,Yes,3.32,App Store,CMP594668,Yes,NF1458,Found Alternative,No,Not Applicable,4,31.8,FY2023-Q2
USR832667,PRF571345,Shared,25-34,Prefer Not to Say,France,Middle East,Doha,Spanish,Korean,Standard,6.01,2021-07-22,2024-11-12,Gift Card,1209,No,Yes,1,2,CNT683499,Money Heist,Movie,Thriller,Korean,Netflix Original,2016,U/A 7+,1,1,2024-11-12,Tuesday,3,126,147,85.7,In Progress,No,Sometimes,German,2.3,347,36,Yes,Yes,Yes,Recommendations Only,Yes,Yes,Yes,Desktop,iOS,720p,Stereo,6,23.1,6.06,4G,Yes,No,Scott Stuber,Lily Collins,Dark,6.0,89,75,27,12,109.5,521.7,Binge Watcher,Medium,Very Dissatisfied,27,6,33.4,37,122,32,No,0.56,No,0,0.23,0.85,60.1,1.6,-1.04,No,0,Google Search,CMP748522,No,None,Too Expensive,Yes,2023-06-28,4,41.0,FY2024-Q4
USR541875,PRF373553,Adult,35-44,Female,Germany,Africa,Lagos,Japanese,Japanese,Mobile,1.8,2016-06-04,2024-09-21,Credit Card,3031,No,Yes,1,1,CNT246054,Squid Game,Talk Show,Action,English,Netflix Original,2024,A,1,1,2024-07-07,Sunday,10,12,25,48.0,In Progress,No,Never,English,4.3,120,63,Yes,Yes,No,All,No,Yes,No,Mobile,webOS,480p,Stereo,2,24.22,0.61,WiFi,No,Yes,Bela Bajaria,Jason Bateman,Funny,6.3,93,76,100,46,54.3,484.1,Binge Watcher,Medium,Very Satisfied,-86,0,31.1,52,51,34,No,0.17,Yes,4.34,1.86,0.5,55.8,2.05,-1.88,Yes,1.47,TV Ad,CMP816801,Yes,NF1528,Found Alternative,No,Not Applicable,5,1.4,FY2024-Q3
USR789525,PRF228320,Shared,35-44,Male,Brazil,Latin America,São Paulo,Hindi,Spanish,Premium,7.82,2021-02-28,2024-03-11,Gift Card,1107,Yes,No,1,4,CNT315860,Cobra Kai,Anime,Romance,Korean,Licensed,2020,U/A 13+,4,24,2023-09-01,Friday,7,42,43,97.7,Completed,Yes,Sometimes,French,1.0,482,46,No,Yes,No,Recommendations Only,Yes,Yes,No,Tablet,Fire TV,1080p,Stereo,3,20.41,1.79,4G,Yes,Yes,Martin Scorsese,Nawazuddin Siddiqui,Light-Hearted,6.9,88,94,146,3,148.6,241.7,New User,High,Satisfied,-91,7,28.1,42,196,29,Yes,0.76,Yes,2.47,0.57,0.31,344.08,2.14,-1.38,Yes,7.81,Social Media,CMP623142,No,None,Technical Issues,Yes,2024-09-12,0,13.3,FY2023-Q3
USR506963,PRF856334,Teen,13-17,Non-Binary,Spain,Middle East,Istanbul,Italian,French,Mobile,1.8,2018-02-17,2024-11-08,Net Banking,2456,No,Yes,4,1,CNT700417,Stranger Things,Reality Show,Documentary,German,Co-Production,2015,A,1,1,2023-08-18,Friday,6,28,117,23.9,In Progress,No,Always,Portuguese,3.6,239,95,Yes,Yes,Yes,Recommendations Only,No,Yes,Yes,Gaming Console,webOS,1080p,Dolby Atmos,9,18.98,1.11,3G,Yes,No,Bela Bajaria,Claire Foy,Thought-Provoking,7.4,82,79,9,35,114.7,1085.8,Re-Activated,Low,Very Satisfied,-22,18,26.6,54,68,11,No,0.28,No,0,1.62,0.59,97.2,0.57,-0.29,No,0,App Store,CMP118105,Yes,NF2789,Temporary Pause,No,Not Applicable,3,0.9,FY2023-Q3
USR853212,PRF146906,Adult,55+,Female,Germany,North America,Toronto,Japanese,English,Premium,7.82,2015-08-28,2024-10-23,Credit Card,3344,Yes,No,5,4,CNT631562,Narcos,Anime,Comedy,German,Licensed,2017,U,3,36,2023-10-10,Tuesday,8,37,146,25.3,In Progress,Yes,Always,Korean,1.9,166,73,No,No,Yes,None,No,No,Yes,Smart TV,Windows,Dolby Vision,Surround 5.1,2,17.27,1.33,5G,No,No,Reed Hastings,Claire Foy,Feel Good,5.8,95,99,168,4,35.7,252.2,Casual Viewer,High,Very Satisfied,-26,29,6.4,38,7,6,Yes,2.11,No,0,0.08,0.72,70.38,2.88,-0.77,No,0,Email Campaign,CMP428315,Yes,NF6789,Temporary Pause,No,Not Applicable,4,34.5,FY2023-Q4
USR221023,PRF826739,Adult,55+,Female,Mexico,South Asia,Dhaka,German,Korean,Premium,7.82,2021-07-14,2024-01-17,Net Banking,917,Yes,No,1,4,CNT479459,Wednesday,Documentary,Crime,Italian,Netflix Original,2024,U/A 13+,1,1,2024-10-07,Monday,17,73,127,57.5,In Progress,Yes,Sometimes,German,3.9,309,29,No,No,Yes,None,Yes,Yes,No,Desktop,Web,Dolby Vision,Surround 5.1,5,7.09,1.08,5G,No,No,Ryan Murphy,Álvaro Morte,Romantic,8.8,73,63,156,31,99.2,587.5,Power User,Medium,Very Dissatisfied,26,20,35.3,13,47,29,Yes,2.06,No,0,1.82,0.33,445.74,2.42,-0.36,No,0,Word of Mouth,CMP226656,No,None,Not Applicable,Yes,2024-04-11,3,13.0,FY2024-Q4
USR903162,PRF718196,Shared,18-24,Male,India,Middle East,Istanbul,Spanish,English,Mobile,1.8,2022-09-27,2024-03-26,Gift Card,546,Yes,Yes,5,1,CNT721856,Power,Reality Show,Documentary,Japanese,Licensed,2017,U/A 16+,1,1,2024-02-16,Friday,22,66,162,40.7,In Progress,No,Sometimes,German,3.8,90,65,No,Yes,Yes,Recommendations Only,No,No,Yes,Gaming Console,Roku,1080p,Surround 5.1,0,2.31,0.32,3G,No,Yes,David Fincher,Millie Bobby Brown,Light-Hearted,5.5,97,81,152,39,92.9,924.4,Power User,High,Very Dissatisfied,57,10,4.4,19,43,7,No,0.51,No,0,1.82,0.63,95.4,2.59,-2.08,No,0,Google Search,CMP610274,Yes,NF4005,Not Applicable,No,Not Applicable,3,11.1,FY2024-Q1
USR631691,PRF451626,Adult,45-54,Non-Binary,Spain,Europe,Berlin,German,Korean,Standard,6.01,2016-07-31,2024-02-19,PayPal,2759,Yes,Yes,1,2,CNT637756,Black Mirror,Movie,Animation,Italian,Co-Production,2018,U,1,1,2023-01-07,Saturday,15,16,26,61.5,In Progress,No,Always,Portuguese,1.8,51,90,No,Yes,Yes,None,Yes,Yes,Yes,Gaming Console,Roku,720p,Dolby Atmos,4,22.99,0.77,4G,No,No,David Fincher,Louis Hofmann,Intense,9.2,76,87,188,29,78.6,673.1,Re-Activated,Very High,Neutral,-67,6,25.6,6,133,46,Yes,1.43,Yes,2.5,0.86,0.26,84.14,2.98,-1.55,Yes,5.85,Social Media,CMP555416,Yes,NF6359,Content Not Interesting,Yes,2023-08-16,0,23.8,FY2023-Q1
USR730255,PRF532016,Teen,13-17,Female,South Korea,Middle East,Riyadh,English,Spanish,Premium,7.82,2022-09-18,2024-05-14,UPI,604,No,Yes,5,4,CNT632139,Dark,Anime,Sci-Fi,Italian,Netflix Original,2017,U/A 16+,3,36,2023-08-26,Saturday,9,130,144,90.3,In Progress,Yes,Never,Japanese,4.2,133,86,No,No,No,Recommendations Only,No,No,No,Smart TV,webOS,4K HDR,Dolby Atmos,4,10.78,2.92,4G,No,Yes,Martin Scorsese,Louis Hofmann,Romantic,6.8,62,94,124,19,15.4,37.8,Casual Viewer,Medium,Very Dissatisfied,-48,24,25.2,40,157,21,Yes,1.39,Yes,3.48,0.23,0.46,203.32,2.15,-0.76,No,0,Partner Deal,CMP665987,Yes,NF8925,Technical Issues,No,Not Applicable,0,45.6,FY2023-Q3
USR958045,PRF876497,Shared,55+,Non-Binary,India,North America,Chicago,Hindi,English,Mobile,1.8,2022-05-06,2024-01-26,Credit Card,630,Yes,No,5,1,CNT629016,Ozark,Mini-Series,Animation,Portuguese,Co-Production,2018,U/A 16+,3,36,2023-06-15,Thursday,11,57,104,54.8,In Progress,Yes,Always,Italian,1.9,309,19,Yes,No,Yes,None,No,No,No,Gaming Console,Android,1080p,Surround 5.1,8,10.25,1.22,3G,Yes,Yes,Martin Scorsese,Henry Cavill,Funny,8.3,100,60,10,2,113.5,678.2,Power User,High,Dissatisfied,-77,7,38.7,36,72,30,No,0.34,Yes,1.77,0.05,0.63,90.0,1.12,-0.78,No,0,TV Ad,CMP659104,No,None,Content Not Interesting,Yes,2024-01-22,4,12.1,FY2023-Q2
USR319387,PRF891714,Adult,25-34,Prefer Not to Say,Brazil,North America,Chicago,Italian,French,Premium,7.82,2017-07-06,2024-10-22,UPI,2665,Yes,No,2,4,CNT783680,Panchayat,Anime,Sci-Fi,Tamil,Netflix Original,2016,U/A 13+,6,48,2023-12-07,Thursday,4,11,41,26.8,In Progress,No,Never,German,3.2,263,71,Yes,Yes,No,None,Yes,No,Yes,Smart TV,Web,Dolby Vision,Dolby Atmos,7,13.32,0.31,WiFi,Yes,Yes,Reed Hastings,Shefali Shah,Dark,5.9,100,91,152,16,13.5,66.5,New User,Very High,Dissatisfied,-57,20,32.2,32,36,47,No,2.07,Yes,0.77,0.99,0.41,414.46,1.34,0.73,Yes,1.25,App Store,CMP109708,Yes,NF5393,Not Applicable,No,Not Applicable,2,6.1,FY2023-Q4
USR397992,PRF960623,Shared,25-34,Prefer Not to Say,France,Asia Pacific,Sydney,Tamil,Korean,Basic,2.4,2016-08-02,2024-05-28,UPI,2856,Yes,No,5,1,CNT485115,Black Mirror,Stand-Up,Sci-Fi,German,Co-Production,2018,U/A 16+,1,1,2023-12-05,Tuesday,23,15,54,27.8,In Progress,No,Never,Italian,3.1,328,84,Yes,Yes,Yes,All,Yes,No,Yes,Laptop,iOS,720p,Dolby Atmos,0,8.14,0.25,Broadband,No,No,Marta Kauffman,Pankaj Tripathi,Thought-Provoking,8.7,40,80,107,12,23.4,48.4,Re-Activated,Very High,Satisfied,-57,0,31.4,14,24,39,Yes,0.29,Yes,2.92,0.66,0.06,84.0,1.99,-1.7,Yes,1.49,Word of Mouth,CMP272824,Yes,NF4156,Found Alternative,Yes,2023-12-20,3,42.0,FY2023-Q4
USR996922,PRF588715,Shared,18-24,Non-Binary,USA,Asia Pacific,Tokyo,Portuguese,Hindi,Premium,7.82,2022-06-16,2024-08-29,Gift Card,805,No,Yes,3,4,CNT686986,Better Call Saul,Series,Action,Italian,Netflix Original,2021,U/A 16+,4,48,2024-01-30,Tuesday,22,95,141,67.4,In Progress,No,Always,English,2.2,100,56,No,Yes,Yes,None,No,No,Yes,Laptop,webOS,Dolby Vision,Stereo,4,17.93,3.55,Broadband,No,Yes,Martin Scorsese,Henry Cavill,Funny,7.3,73,65,155,14,143.3,1366.6,Power User,Low,Neutral,-30,20,2.8,37,8,45,No,2.07,No,0,0.98,0.79,383.18,0.8,1.27,No,0,Partner Deal,CMP762951,Yes,NF1414,Found Alternative,No,Not Applicable,3,23.8,FY2024-Q1
USR965125,PRF898273,Teen,13-17,Female,India,Latin America,Lima,French,English,Standard,6.01,2015-04-29,2024-11-09,Debit Card,3482,Yes,Yes,2,2,CNT564937,Wednesday,Reality Show,Comedy,English,Netflix Original,2022,U/A 13+,1,1,2024-10-14,Monday,22,15,35,42.9,In Progress,Yes,Never,Italian,1.4,209,22,Yes,No,No,None,No,Yes,No,Tablet,iOS,Dolby Vision,Surround 5.1,10,21.28,0.67,WiFi,Yes,Yes,David Fincher,Nawazuddin Siddiqui,Dark,7.4,94,72,168,40,110.9,479.9,Casual Viewer,High,Very Dissatisfied,60,30,1.3,11,3,13,No,0.9,Yes,4.58,1.17,0.94,234.39,0.54,0.36,No,0,App Store,CMP185222,Yes,NF2064,Content Not Interesting,No,Not Applicable,5,45.3,FY2024-Q4
USR638205,PRF910978,Kids,25-34,Female,South Korea,Asia Pacific,Seoul,French,Hindi,Standard,6.01,2016-12-30,2024-05-22,Net Banking,2700,Yes,No,4,2,CNT373516,Dark,Documentary,Horror,Korean,Netflix Original,2017,U,1,1,2023-10-30,Monday,8,72,132,54.5,In Progress,Yes,Sometimes,Spanish,1.4,239,75,No,No,No,None,Yes,No,Yes,Desktop,Windows,480p,Stereo,10,20.88,3.13,3G,No,No,Bela Bajaria,Henry Cavill,Dark,6.6,63,82,198,42,78.9,674.7,Casual Viewer,High,Neutral,-59,14,22.1,49,6,28,No,0.53,No,0,0.31,0.57,300.5,1.58,-1.05,No,0,Partner Deal,CMP703943,No,None,Too Expensive,Yes,2023-12-17,5,21.2,FY2023-Q4
USR582961,PRF100884,Shared,25-34,Female,UK,Latin America,Bogotá,Korean,Hindi,Premium,7.82,2022-08-11,2024-07-24,UPI,713,No,Yes,1,4,CNT422465,You,Documentary,Animation,Hindi,Netflix Original,2021,U/A 7+,1,1,2024-03-12,Tuesday,8,107,167,64.1,In Progress,Yes,Always,Portuguese,3.4,46,92,Yes,Yes,No,All,No,Yes,No,Smart TV,Fire TV,Dolby Vision,Dolby Atmos,9,18.92,4.22,3G,Yes,No,Scott Stuber,Shefali Shah,Funny,5.7,50,79,153,45,141.5,451.0,Re-Activated,Medium,Very Satisfied,-1,4,13.1,60,35,25,No,0.85,No,0,1.58,0.05,86.02,1.27,-0.42,Yes,6.47,Google Search,CMP959613,No,None,Content Not Interesting,No,Not Applicable,5,35.2,FY2024-Q1
USR815485,PRF642479,Kids,45-54,Male,Brazil,Latin America,Lima,German,Japanese,Premium,7.82,2022-07-06,2024-10-27,Credit Card,844,Yes,Yes,5,4,CNT463108,Bridgerton,Documentary,Romance,Japanese,Co-Production,2020,U,1,1,2024-05-28,Tuesday,0,158,176,89.8,In Progress,No,Always,Spanish,4.0,163,16,No,No,Yes,Recommendations Only,No,No,Yes,Laptop,Roku,1080p,Dolby Atmos,6,2.77,0.91,Fiber,Yes,No,Jenji Kohan,Phoebe Dynevor,Funny,9.1,81,74,36,32,29.0,95.6,Re-Activated,High,Very Dissatisfied,-7,3,31.5,28,137,48,No,1.29,Yes,2.42,0.57,0.39,453.56,1.7,-0.41,No,0,Email Campaign,CMP807494,Yes,NF3679,Technical Issues,No,Not Applicable,0,7.6,FY2024-Q2
USR388039,PRF462163,Shared,18-24,Prefer Not to Say,Spain,Asia Pacific,Melbourne,Tamil,Hindi,Premium,7.82,2015-07-18,2024-08-25,PayPal,3326,No,Yes,1,4,CNT960341,Squid Game,Talk Show,Sci-Fi,Japanese,Co-Production,2015,A,1,1,2024-09-05,Thursday,21,37,114,32.5,In Progress,No,Always,Hindi,2.7,167,47,Yes,Yes,Yes,Recommendations Only,Yes,No,No,Tablet,Roku,480p,Stereo,0,11.45,0.88,Fiber,No,Yes,Scott Stuber,Álvaro Morte,Light-Hearted,8.0,89,61,139,18,27.6,125.1,Churned,High,Neutral,57,16,21.8,51,63,44,Yes,1.14,Yes,3.18,0.71,0.04,414.46,1.49,-0.35,Yes,1.57,Google Search,CMP701186,Yes,NF9084,Technical Issues,Yes,2023-05-10,3,10.7,FY2024-Q3
